"callsign","adep","ades","actualLandingTime"
"AWQ211","WMKK","WIII","2024-07-14T15:55:29.000Z"
"PAL535","RPLL","WIII","2024-07-14T16:35:12.000Z"
"CSN8353","ZGSZ","WIII","2024-07-14T16:50:25.000Z"
"AWQ209","WMKK","WIII","2024-07-14T16:25:56.000Z"
"PAS105","WADD","WIII","2024-07-14T15:15:32.000Z"
"PAS203","WARR","WIII","2024-07-14T14:02:12.000Z"
"BTK7630","VTBD","WIII","2024-07-14T15:38:53.000Z"
"JSA205","WSSS","WIII","2024-07-14T14:20:49.000Z"
"CEB759","RPLL","WIII","2024-07-14T16:41:43.000Z"
"BTK7152","WSSS","WIII","2024-07-14T14:57:27.000Z"
"GIA425","WADD","WIII","2024-07-14T14:10:18.000Z"
"BTK7158","WSSS","WIII","2024-07-14T16:45:05.000Z"
"OEY317","WAWW","WIII","2024-07-14T14:16:36.000Z"
"MAS727","WMKK","WIII","2024-07-14T16:28:58.000Z"
"PKECA","WATT","WIII","2024-07-14T14:44:07.000Z"
"SJV913","WIBB","WIII","2024-07-14T14:23:35.000Z"
"BTK6297","WAAA","WIII","2024-07-14T15:28:33.000Z"
"LNI373","WIDD","WIII","2024-07-14T15:36:20.000Z"
"CTV421","WALL","WIII","2024-07-14T14:52:42.000Z"
"SIA968","WSSS","WIII","2024-07-14T15:47:10.000Z"
"SJV853","WIDD","WIII","2024-07-14T15:00:01.000Z"
"CTV691","WADD","WIII","2024-07-14T15:25:36.000Z"
"GIA193","WIMM","WIII","2024-07-21T15:03:00.000Z"
"GIA613","WAAA","WIII","2024-07-21T15:24:33.000Z"
"CTV719","WARR","WIII","2024-07-21T14:53:37.000Z"
"CTV889","WIPP","WIII","2024-07-21T14:38:09.000Z"
"CTV427","WAAA","WIII","2024-07-21T14:09:56.000Z"
"GIA313","WARR","WIII","2024-07-21T14:40:26.000Z"
"CTV691","WADD","WIII","2024-07-21T14:45:46.000Z"
"CTV693","WADD","WIII","2024-07-21T16:22:02.000Z"
"LNI383","WIMM","WIII","2024-07-21T15:26:12.000Z"
"TNU680","WMKK","WIII","2024-07-21T14:13:46.000Z"
"BTK6575","WARR","WIII","2024-07-21T14:24:45.000Z"
"AWQ817","WADD","WIII","2024-07-21T15:43:00.000Z"
"SVA826","OEJN","WIII","2024-07-21T15:34:12.000Z"
"BTK6265","WAAA","WIII","2024-07-21T14:43:25.000Z"
"MLM318","RPLL","WIII","2024-07-21T15:30:05.000Z"
"UAE358","OMDB","WIII","2024-07-21T16:13:56.000Z"
"AXM386","WMKK","WIII","2024-07-21T14:20:42.000Z"
"AWQ257","VTBD","WIII","2024-07-21T15:05:43.000Z"
"CES5069","ZSPD","WIII","2024-07-21T16:27:09.000Z"
"MXD318","WMKK","WIII","2024-07-21T15:17:05.000Z"
"CCA475","ZUTF","WIII","2024-07-21T14:35:06.000Z"
"CTV9721","WARR","WIII","2024-07-21T16:01:21.000Z"
"CDG2153","ZSAM","WIII","2024-07-21T16:09:56.000Z"
"CXA855","ZSFZ","WIII","2024-07-21T16:38:15.000Z"
"CPA797","VHHH","WIII","2024-07-21T15:57:24.000Z"
"AWQ211","WMKK","WIII","2024-07-21T15:46:34.000Z"
"CTV527","WSSS","WIII","2024-07-21T14:29:20.000Z"
"CSN387","ZGGG","WIII","2024-07-21T16:52:52.000Z"
"CSN8353","ZGSZ","WIII","2024-07-21T16:18:47.000Z"
"AXM353","WMKK","WIII","2024-07-21T14:32:36.000Z"
"AWQ209","WMKK","WIII","2024-07-21T16:44:52.000Z"
"BTK7630","VTBD","WIII","2024-07-21T15:08:52.000Z"
"JSA205","WSSS","WIII","2024-07-21T14:00:26.000Z"
"SIA968","WSSS","WIII","2024-07-21T15:49:33.000Z"
"OEY209","WAOO","WIII","2024-07-21T16:32:55.000Z"
"GIA837","WSSS","WIII","2024-07-21T14:48:04.000Z"
"GIA425","WADD","WIII","2024-07-21T14:17:14.000Z"
"SJV905","WIEE","WIII","2024-07-21T14:05:33.000Z"
"MAS727","WMKK","WIII","2024-07-21T15:46:34.000Z"
"BTK7152","WSSS","WIII","2024-07-21T14:58:31.000Z"
"BTK7158","WSSS","WIII","2024-07-21T15:40:36.000Z"
"PAS203","WARR","WIII","2024-07-21T14:11:03.000Z"
"SJV853","WIDD","WIII","2024-07-21T15:12:23.000Z"
"SJV855","WIDD","WIII","2024-07-21T14:32:33.000Z"
"PAS105","WADD","WIII","2024-07-21T14:37:27.000Z"
"GIA537","WAOO","WIII","2024-07-28T15:46:05.000Z"
"CTV979","WIMM","WIII","2024-07-28T14:05:11.000Z"
"SJY581","WAAA","WIII","2024-07-28T15:37:20.000Z"
"GIA193","WIMM","WIII","2024-07-28T15:40:23.000Z"
"GIA313","WARR","WIII","2024-07-28T14:24:04.000Z"
"GIA613","WAAA","WIII","2024-07-28T15:10:41.000Z"
"CTV719","WARR","WIII","2024-07-28T14:36:58.000Z"
"CTV691","WADD","WIII","2024-07-28T14:59:38.000Z"
"CTV693","WADD","WIII","2024-07-28T16:09:17.000Z"
"BTK6275","WAMM","WIII","2024-07-28T14:32:07.000Z"
"BTK6269","WAAA","WIII","2024-07-28T15:02:15.000Z"
"AWQ817","WADD","WIII","2024-07-28T15:31:35.000Z"
"AWQ811","WADD","WIII","2024-07-28T16:25:24.000Z"
"SJV889","WIMM","WIII","2024-07-28T16:43:09.000Z"
"SJY599","WAAA","WIII","2024-07-28T14:33:59.000Z"
"CTV777","WAHI","WIII","2024-07-28T14:01:14.000Z"
"CTV427","WAAA","WIII","2024-07-28T14:31:51.000Z"
"CTV889","WIPP","WIII","2024-07-28T14:27:22.000Z"
"TNU680","WMKK","WIII","2024-07-28T14:17:46.000Z"
"QTR954","OTHH","WIII","2024-07-28T14:34:57.000Z"
"SVA826","OEJN","WIII","2024-07-28T15:56:04.000Z"
"BTK6511","WADD","WIII","2024-07-28T14:29:27.000Z"
"SJV743","WADD","WIII","2024-07-28T14:07:16.000Z"
"SJV745","WADD","WIII","2024-07-28T16:54:41.000Z"
"OEY203","WAOO","WIII","2024-07-28T16:03:00.000Z"
"AWQ257","VTBD","WIII","2024-07-28T14:39:25.000Z"
"BTK6655","WADL","WIII","2024-07-28T14:20:55.000Z"
"UAE358","OMDB","WIII","2024-07-28T15:44:42.000Z"
"CCA475","ZUTF","WIII","2024-07-28T14:43:22.000Z"
"GIA3194","WARR","WIII","2024-07-28T14:56:39.000Z"
"CES5069","ZSPD","WIII","2024-07-28T15:17:20.000Z"
"CTV9721","WARR","WIII","2024-07-28T15:40:48.000Z"
"CPA797","VHHH","WIII","2024-07-28T15:53:08.000Z"
"AXM386","WMKK","WIII","2024-07-28T14:14:57.000Z"
"CXA837","ZSAM","WIII","2024-07-28T15:50:21.000Z"
"AWQ211","WMKK","WIII","2024-07-28T15:09:05.000Z"
"ANA835","RJAA","WIII","2024-07-28T16:09:04.000Z"
"BTK6353","WAHS","WIII","2024-07-28T14:11:38.000Z"
"AWQ209","WMKK","WIII","2024-07-28T16:30:57.000Z"
"CDG2153","ZSAM","WIII","2024-07-28T16:22:18.000Z"
"CSN387","ZGGG","WIII","2024-07-28T16:36:39.000Z"
"CTV527","WSSS","WIII","2024-07-28T14:40:29.000Z"
"PAL535","RPLL","WIII","2024-07-28T16:39:32.000Z"
"JSA205","WSSS","WIII","2024-07-28T16:11:22.000Z"
"BTK7630","VTBD","WIII","2024-07-28T15:25:01.000Z"
"CXA855","ZSFZ","WIII","2024-07-28T16:47:54.000Z"
"AXM353","WMKK","WIII","2024-07-28T15:03:41.000Z"
"GIA403","WADD","WIII","2024-07-28T14:09:30.000Z"
"SJV905","WIEE","WIII","2024-07-28T14:24:23.000Z"
"GIA425","WADD","WIII","2024-07-28T14:26:37.000Z"
"SIA968","WSSS","WIII","2024-07-28T15:30:28.000Z"
"BTK7152","WSSS","WIII","2024-07-28T15:20:20.000Z"
"LNI373","WIDD","WIII","2024-07-28T14:09:30.000Z"
"PKECA","WATT","WIII","2024-07-28T15:14:05.000Z"
"BTK7158","WSSS","WIII","2024-07-28T16:33:56.000Z"
"MAS727","WMKK","WIII","2024-07-28T15:47:44.000Z"
"OEY301","WAMM","WIII","2024-07-28T15:43:32.000Z"
"CEB759","RPLL","WIII","2024-07-28T16:28:26.000Z"
"OEY101","WIDD","WIII","2024-07-28T15:01:27.000Z"
"PAS203","WARR","WIII","2024-07-28T14:04:07.000Z"
"MXD318","WMKK","WIII","2024-07-28T15:27:41.000Z"
"SJV855","WIDD","WIII","2024-07-28T14:21:24.000Z"
"SJV913","WIBB","WIII","2024-07-28T14:12:01.000Z"
"GIA837","WSSS","WIII","2024-07-28T15:58:53.000Z"
"PAS105","WADD","WIII","2024-07-28T14:44:58.000Z"
"SJV755","WADD","WIII","2024-07-28T15:24:55.000Z"
"SJV747","WADD","WIII","2024-07-28T15:16:20.000Z"
"SJV749","WADD","WIII","2024-07-28T16:17:14.000Z"
"BTK6253","WALL","WIII","2024-08-04T14:15:51.000Z"
"CTV979","WIMM","WIII","2024-08-04T14:10:15.000Z"
"GIA313","WARR","WIII","2024-08-04T14:39:19.000Z"
"GIA613","WAAA","WIII","2024-08-04T15:17:33.000Z"
"CTV719","WARR","WIII","2024-08-04T14:42:47.000Z"
"BTK6231","WAAA","WIII","2024-08-04T15:04:52.000Z"
"BTK6587","WARR","WIII","2024-08-04T15:09:30.000Z"
"SJY599","WAAA","WIII","2024-08-04T14:18:37.000Z"
"SJV889","WIMM","WIII","2024-08-04T14:26:56.000Z"
"CTV349","WAAA","WIII","2024-08-04T16:19:38.000Z"
"CTV427","WAAA","WIII","2024-08-04T14:29:14.000Z"
"CTV889","WIPP","WIII","2024-08-04T14:29:56.000Z"
"CTV777","WAHI","WIII","2024-08-04T14:08:29.000Z"
"CTV691","WADD","WIII","2024-08-04T14:55:51.000Z"
"TNU680","WMKK","WIII","2024-08-04T15:10:24.000Z"
"TNU698","WMSA","WIII","2024-08-04T14:23:54.000Z"
"SJV683","WIOO","WIII","2024-08-04T14:00:39.000Z"
"SJV749","WADD","WIII","2024-08-04T15:31:35.000Z"
"BTK7363","WAHQ","WIII","2024-08-04T14:20:20.000Z"
"BTK6655","WADL","WIII","2024-08-04T14:01:01.000Z"
"SVA826","OEJN","WIII","2024-08-04T15:40:39.000Z"
"BTK6353","WAHS","WIII","2024-08-04T14:13:21.000Z"
"OEY203","WAOO","WIII","2024-08-04T15:15:25.000Z"
"UAE358","OMDB","WIII","2024-08-04T15:54:50.000Z"
"MXD318","WMKK","WIII","2024-08-04T15:35:38.000Z"
"AWQ257","VTBD","WIII","2024-08-04T15:28:39.000Z"
"KAL627","RKSI","WIII","2024-08-04T14:20:55.000Z"
"GIA863","VHHH","WIII","2024-08-04T14:48:26.000Z"
"CCA475","ZUTF","WIII","2024-08-04T14:13:53.000Z"
"CDG2153","ZSAM","WIII","2024-08-04T16:01:05.000Z"
"CES5069","ZSPD","WIII","2024-08-04T15:48:23.000Z"
"AWQ253","VTBD","WIII","2024-08-04T16:57:56.000Z"
"AWQ533","YPPH","WIII","2024-08-04T14:22:31.000Z"
"LNI721","WAAA","WIII","2024-08-04T15:23:35.000Z"
"CXA837","ZSAM","WIII","2024-08-04T15:20:49.000Z"
"BTK7630","VTBD","WIII","2024-08-04T15:03:25.000Z"
"SJV905","WIEE","WIII","2024-08-04T14:03:54.000Z"
"ANA835","RJAA","WIII","2024-08-04T16:21:56.000Z"
"CPA797","VHHH","WIII","2024-08-04T15:57:37.000Z"
"CTV527","WSSS","WIII","2024-08-04T14:59:48.000Z"
"AWQ211","WMKK","WIII","2024-08-04T16:15:16.000Z"
"CSN8353","ZGSZ","WIII","2024-08-04T16:35:32.000Z"
"BTK7152","WSSS","WIII","2024-08-04T15:06:34.000Z"
"CSN387","ZGGG","WIII","2024-08-04T16:09:01.000Z"
"PAL535","RPLL","WIII","2024-08-04T16:32:36.000Z"
"AWQ209","WMKK","WIII","2024-08-04T16:48:01.000Z"
"BTK7158","WSSS","WIII","2024-08-04T15:51:16.000Z"
"OEY317","WAWW","WIII","2024-08-04T14:05:40.000Z"
"AWQ529","WBSB","WIII","2024-08-04T16:11:41.000Z"
"AXM353","WMKK","WIII","2024-08-04T14:52:04.000Z"
"AWQ811","WADD","WIII","2024-08-04T16:28:49.000Z"
"SIA968","WSSS","WIII","2024-08-04T15:45:30.000Z"
"GIA425","WADD","WIII","2024-08-04T14:35:00.000Z"
"CEB759","RPLL","WIII","2024-08-04T16:45:43.000Z"
"PAS203","WARR","WIII","2024-08-04T14:10:47.000Z"
"PKECA","WATT","WIII","2024-08-04T14:43:19.000Z"
"PAS105","WADD","WIII","2024-08-04T14:59:57.000Z"
"SJV867","WIBB","WIII","2024-08-04T14:46:28.000Z"
"LNI3045","WADD","WIII","2024-08-04T15:38:25.000Z"
"GIA417","WADD","WIII","2024-08-04T16:06:57.000Z"
"GIA193","WIMM","WIII","2024-08-04T15:33:30.000Z"
"BTK6525","WATO","WIII","2024-08-04T15:25:53.000Z"
"SJV351","WIDD","WIII","2024-08-04T16:25:46.000Z"
"BTK6253","WALL","WIII","2024-08-11T15:06:25.000Z"
"CTV421","WALL","WIII","2024-08-11T15:02:05.000Z"
"CTV917","WIMM","WIII","2024-08-11T15:09:21.000Z"
"GIA193","WIMM","WIII","2024-08-11T15:14:47.000Z"
"BTK6587","WARR","WIII","2024-08-11T14:57:24.000Z"
"BTK6575","WARR","WIII","2024-08-11T14:46:24.000Z"
"CTV691","WADD","WIII","2024-08-11T15:52:45.000Z"
"SJV947","WIMM","WIII","2024-08-11T14:59:22.000Z"
"TNU680","WMKK","WIII","2024-08-11T16:09:33.000Z"
"SJY599","WAAA","WIII","2024-08-11T14:12:52.000Z"
"AWQ811","WADD","WIII","2024-08-11T16:22:41.000Z"
"CTV777","WAHI","WIII","2024-08-11T15:33:56.000Z"
"CTV889","WIPP","WIII","2024-08-11T14:26:31.000Z"
"CTV413","WIOO","WIII","2024-08-11T14:42:37.000Z"
"BTK6231","WAAA","WIII","2024-08-11T14:59:41.000Z"
"LNI703","WAAA","WIII","2024-08-11T16:37:40.000Z"
"CTV331","WAWW","WIII","2024-08-11T14:37:33.000Z"
"SJV623","WAOO","WIII","2024-08-11T14:28:55.000Z"
"QTR954","OTHH","WIII","2024-08-11T14:29:11.000Z"
"SVA826","OEJN","WIII","2024-08-11T15:31:09.000Z"
"SJV699","WIOO","WIII","2024-08-11T14:04:45.000Z"
"SJV755","WADD","WIII","2024-08-11T14:52:04.000Z"
"AWQ261","WSSS","WIII","2024-08-11T14:15:03.000Z"
"BTK6371","WAHI","WIII","2024-08-11T14:35:16.000Z"
"GIA203","WAHI","WIII","2024-08-11T14:15:44.000Z"
"GIA717","YMML","WIII","2024-08-11T14:05:53.000Z"
"CTV719","WARR","WIII","2024-08-11T14:54:34.000Z"
"UAE358","OMDB","WIII","2024-08-11T15:28:36.000Z"
"CTV945","WIDD","WIII","2024-08-11T15:39:16.000Z"
"AWQ257","VTBD","WIII","2024-08-11T14:32:20.000Z"
"CES5069","ZSPD","WIII","2024-08-11T14:54:28.000Z"
"CCA475","ZUTF","WIII","2024-08-11T14:23:00.000Z"
"AWQ211","WMKK","WIII","2024-08-11T15:41:27.000Z"
"AWQ529","WBSB","WIII","2024-08-11T15:59:48.000Z"
"AWQ209","WMKK","WIII","2024-08-11T16:32:36.000Z"
"CDG2153","ZSAM","WIII","2024-08-11T16:14:37.000Z"
"CPA797","VHHH","WIII","2024-08-11T15:47:19.000Z"
"AWQ253","VTBD","WIII","2024-08-11T16:50:05.000Z"
"BTK7630","VTBD","WIII","2024-08-11T15:20:36.000Z"
"CSN8353","ZGSZ","WIII","2024-08-11T16:40:29.000Z"
"CTV527","WSSS","WIII","2024-08-11T14:57:14.000Z"
"CSN387","ZGGG","WIII","2024-08-11T16:18:37.000Z"
"CXA837","ZSAM","WIII","2024-08-11T15:22:57.000Z"
"CXA855","ZSFZ","WIII","2024-08-11T16:45:21.000Z"
"SIA968","WSSS","WIII","2024-08-11T15:26:12.000Z"
"SJV855","WIDD","WIII","2024-08-11T14:51:29.000Z"
"BTK7152","WSSS","WIII","2024-08-11T15:12:45.000Z"
"AWQ533","YPPH","WIII","2024-08-11T14:19:22.000Z"
"CEB759","RPLL","WIII","2024-08-11T16:27:32.000Z"
"BTK7158","WSSS","WIII","2024-08-11T16:11:29.000Z"
"PKECA","WATT","WIII","2024-08-11T15:02:31.000Z"
"MXD318","WMKK","WIII","2024-08-11T16:29:30.000Z"
"SJV691","WIOO","WIII","2024-08-11T15:16:00.000Z"
"BTK6525","WATO","WIII","2024-08-11T14:09:14.000Z"
"LNI3045","WADD","WIII","2024-08-11T16:07:00.000Z"
"GIA683D","WASS","WIII","2024-08-11T14:49:21.000Z"
"GIA179","WIBB","WIII","2024-08-11T14:12:20.000Z"
"TNU698","WMSA","WIII","2024-08-11T14:01:30.000Z"
"SJV905","WIEE","WIII","2024-08-11T15:18:18.000Z"
"PAS105","WADD","WIII","2024-08-11T15:36:45.000Z"
"GIA425","WADD","WIII","2024-08-11T16:03:35.000Z"
"OEY103","WIDD","WIII","2024-08-11T15:56:58.000Z"
"AWQ901","WADD","WIII","2024-08-11T16:53:40.000Z"
"SJV749","WADD","WIII","2024-08-11T16:56:39.000Z"
"BTK6253","WALL","WIII","2024-08-18T14:23:00.000Z"
"GIA193","WIMM","WIII","2024-08-18T14:44:13.000Z"
"SJY581","WAAA","WIII","2024-08-18T15:41:30.000Z"
"CTV719","WARR","WIII","2024-08-18T14:42:24.000Z"
"GIA313","WARR","WIII","2024-08-18T14:32:07.000Z"
"CTV915","WIMM","WIII","2024-08-18T16:58:25.000Z"
"BTK6231","WAAA","WIII","2024-08-18T14:59:22.000Z"
"BTK6575","WARR","WIII","2024-08-18T14:53:33.000Z"
"CTV691","WADD","WIII","2024-08-18T15:09:08.000Z"
"CTV693","WADD","WIII","2024-08-18T16:14:12.000Z"
"AWQ811","WADD","WIII","2024-08-18T16:23:32.000Z"
"LNI385","WIMM","WIII","2024-08-18T14:28:52.000Z"
"SJV889","WIMM","WIII","2024-08-18T14:16:00.000Z"
"SJY599","WAAA","WIII","2024-08-18T14:11:35.000Z"
"CTV349","WAAA","WIII","2024-08-18T16:37:05.000Z"
"CTV427","WAAA","WIII","2024-08-18T14:18:05.000Z"
"CTV331","WAWW","WIII","2024-08-18T15:06:41.000Z"
"CTV889","WIPP","WIII","2024-08-18T14:39:22.000Z"
"TNU698","WMSA","WIII","2024-08-18T15:04:33.000Z"
"TNU680","WMKK","WIII","2024-08-18T15:39:22.000Z"
"TNU5109","WADD","WIII","2024-08-18T14:26:02.000Z"
"LNI703","WAAA","WIII","2024-08-18T14:20:42.000Z"
"SJV699","WIOO","WIII","2024-08-18T14:31:41.000Z"
"SVA826","OEJN","WIII","2024-08-18T15:31:09.000Z"
"SJV767","WADL","WIII","2024-08-18T14:49:56.000Z"
"BTK6803","WIJJ","WIII","2024-08-18T14:14:02.000Z"
"UAE358","OMDB","WIII","2024-08-18T15:48:58.000Z"
"AWQ257","VTBD","WIII","2024-08-18T15:18:09.000Z"
"CCA475","ZUTF","WIII","2024-08-18T14:10:34.000Z"
"GIA899","ZGGG","WIII","2024-08-18T15:21:33.000Z"
"CES5069","ZSPD","WIII","2024-08-18T14:57:59.000Z"
"CXA837","ZSAM","WIII","2024-08-18T15:36:49.000Z"
"ANA835","RJAA","WIII","2024-08-18T16:09:04.000Z"
"GIA863","VHHH","WIII","2024-08-18T14:06:50.000Z"
"CPA797","VHHH","WIII","2024-08-18T16:03:45.000Z"
"CDG2153","ZSAM","WIII","2024-08-18T16:28:13.000Z"
"CTV527","WSSS","WIII","2024-08-18T14:33:43.000Z"
"AWQ529","WBSB","WIII","2024-08-18T16:26:09.000Z"
"CXA855","ZSFZ","WIII","2024-08-18T16:47:51.000Z"
"BTK7630","VTBD","WIII","2024-08-18T15:01:11.000Z"
"AWQ211","WMKK","WIII","2024-08-18T15:27:57.000Z"
"PAL535","RPLL","WIII","2024-08-18T16:20:48.000Z"
"MXD318","WMKK","WIII","2024-08-18T15:56:29.000Z"
"AWQ209","WMKK","WIII","2024-08-18T16:11:41.000Z"
"BTK7152","WSSS","WIII","2024-08-18T15:15:00.000Z"
"SJV901","WIEE","WIII","2024-08-18T14:39:03.000Z"
"CEB759","RPLL","WIII","2024-08-18T16:34:05.000Z"
"BTK7158","WSSS","WIII","2024-08-18T15:54:15.000Z"
"CTV9687","WADD","WIII","2024-08-18T14:35:48.000Z"
"LNI3045","WADD","WIII","2024-08-18T15:45:33.000Z"
"SIA968","WSSS","WIII","2024-08-18T15:25:27.000Z"
"JSA205","WSSS","WIII","2024-08-18T16:06:12.000Z"
"BTK6275","WAMM","WIII","2024-08-18T14:26:34.000Z"
"PKECA","WATT","WIII","2024-08-18T14:36:55.000Z"
"PAS315","WIPP","WIII","2024-08-18T14:41:17.000Z"
"GIA425","WADD","WIII","2024-08-18T14:49:30.000Z"
"PAS207","WARR","WIII","2024-08-18T14:23:38.000Z"
"MAS727","WMKK","WIII","2024-08-18T16:51:38.000Z"
"PAS203","WARR","WIII","2024-08-18T14:15:03.000Z"
"PAS105","WADD","WIII","2024-08-18T15:12:33.000Z"
"SJV353","WIDD","WIII","2024-08-18T14:19:00.000Z"
"PAS245","WAHI","WIII","2024-08-18T15:01:49.000Z"
"PAS6096","WALL","WIII","2024-08-18T16:54:44.000Z"
"CTV777","WAHI","WIII","2024-08-18T15:58:31.000Z"
"CTV421","WALL","WIII","2024-08-18T14:56:36.000Z"
"SJV351","WIDD","WIII","2024-08-18T16:31:06.000Z"
"SJY581","WAAA","WIII","2024-08-25T15:59:35.000Z"
"GIA193","WIMM","WIII","2024-08-25T16:09:11.000Z"
"GIA313","WARR","WIII","2024-08-25T15:01:49.000Z"
"CTV979","WIMM","WIII","2024-08-25T14:05:33.000Z"
"BTK6231","WAAA","WIII","2024-08-25T15:16:07.000Z"
"CTV719","WARR","WIII","2024-08-25T14:48:29.000Z"
"LNI703","WAAA","WIII","2024-08-25T15:18:37.000Z"
"CTV777","WAHI","WIII","2024-08-25T15:04:52.000Z"
"CTV889","WIPP","WIII","2024-08-25T14:55:57.000Z"
"SJY599","WAAA","WIII","2024-08-25T14:05:24.000Z"
"SJV947","WIMM","WIII","2024-08-25T16:48:52.000Z"
"LNI383","WIMM","WIII","2024-08-25T16:51:09.000Z"
"CTV687","WADD","WIII","2024-08-25T14:58:09.000Z"
"CTV691","WADD","WIII","2024-08-25T15:36:58.000Z"
"BTK6575","WARR","WIII","2024-08-25T14:23:35.000Z"
"TNU680","WMKK","WIII","2024-08-25T15:28:26.000Z"
"TNU698","WMSA","WIII","2024-08-25T14:18:12.000Z"
"QTR954","OTHH","WIII","2024-08-25T14:26:05.000Z"
"SJV699","WIOO","WIII","2024-08-25T14:39:29.000Z"
"SVA826","OEJN","WIII","2024-08-25T16:03:13.000Z"
"SJV623","WAOO","WIII","2024-08-25T15:25:49.000Z"
"BTK6371","WAHI","WIII","2024-08-25T14:09:21.000Z"
"SJV331","WIOO","WIII","2024-08-25T14:14:18.000Z"
"SJV767","WADL","WIII","2024-08-25T14:45:11.000Z"
"OEY209","WAOO","WIII","2024-08-25T16:41:24.000Z"
"MLM318","RPLL","WIII","2024-08-25T15:22:37.000Z"
"CTV945","WIDD","WIII","2024-08-25T14:22:21.000Z"
"SJV733","WADD","WIII","2024-08-25T14:19:16.000Z"
"SJV737","WADD","WIII","2024-08-25T16:29:20.000Z"
"UAE358","OMDB","WIII","2024-08-25T15:56:13.000Z"
"GIA899","ZGGG","WIII","2024-08-25T14:11:57.000Z"
"AWQ257","VTBD","WIII","2024-08-25T14:42:18.000Z"
"CCA475","ZUTF","WIII","2024-08-25T14:30:44.000Z"
"MAS725","WMKK","WIII","2024-08-25T14:33:04.000Z"
"CXA837","ZSAM","WIII","2024-08-25T15:34:05.000Z"
"AWQ211","WMKK","WIII","2024-08-25T16:23:25.000Z"
"CPA797","VHHH","WIII","2024-08-25T16:06:21.000Z"
"BTK7630","VTBD","WIII","2024-08-25T15:45:52.000Z"
"ANA835","RJAA","WIII","2024-08-25T16:31:25.000Z"
"CSN387","ZGGG","WIII","2024-08-25T16:34:31.000Z"
"PAL535","RPLL","WIII","2024-08-25T16:54:47.000Z"
"CTV527","WSSS","WIII","2024-08-25T15:07:32.000Z"
"AXM353","WMKK","WIII","2024-08-25T16:18:15.000Z"
"GIA863","VHHH","WIII","2024-08-25T16:43:29.000Z"
"AWQ209","WMKK","WIII","2024-08-25T16:57:21.000Z"
"SIA968","WSSS","WIII","2024-08-25T15:52:58.000Z"
"LNI3021","WADD","WIII","2024-08-25T14:03:06.000Z"
"BTK7152","WSSS","WIII","2024-08-25T15:13:46.000Z"
"CEB759","RPLL","WIII","2024-08-25T16:46:21.000Z"
"BTK6525","WATO","WIII","2024-08-25T14:11:35.000Z"
"MAS727","WMKK","WIII","2024-08-25T16:37:21.000Z"
"GIA425","WADD","WIII","2024-08-25T14:32:52.000Z"
"PKECA","WATT","WIII","2024-08-25T14:15:51.000Z"
"GIA421","WADD","WIII","2024-08-25T15:20:32.000Z"
"GIA1554","WIDD","WIII","2024-08-25T14:36:49.000Z"
"LNI3045","WADD","WIII","2024-08-25T16:21:08.000Z"
"BTK7158","WSSS","WIII","2024-08-25T16:15:09.000Z"
"MXD318","WMKK","WIII","2024-08-25T14:48:20.000Z"
"PAS203","WARR","WIII","2024-08-25T14:00:26.000Z"
"MYU239","WALL","WIII","2024-08-25T15:32:10.000Z"
"SJV605","WALL","WIII","2024-08-25T16:11:51.000Z"
"SJV901","WIEE","WIII","2024-08-25T14:08:45.000Z"
"GIA837","WSSS","WIII","2024-08-25T16:26:08.000Z"
"SJV691","WIOO","WIII","2024-08-25T14:02:57.000Z"
"PAS105","WADD","WIII","2024-08-25T15:10:44.000Z"
"LNI393","WIBB","WIII","2024-08-25T15:40:45.000Z"
"CTV421","WALL","WIII","2024-08-25T14:54:47.000Z"